"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2"
"https://yt3.ggpht.com/ytc/AIdro_lItPYqlWSWns-bnwsPHx60kmMeJq6bcjIFcfXyGcwqPfrR=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@caseymartinklein4002","@caseymartinklein4002","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxaJ5iyS0FJdXaTnsJ4AaABAg","There is so much science investigating the effects of all the individual supplements and ingredients, so as long as they cite that research as the basis to their claim, they are fine.","50"
"https://yt3.ggpht.com/ytc/AIdro_ljV6WnSHVnDO4iLRjcqZulI2aum6F4w9wPEmnXLgE1aqk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@kristijan9539","@kristijan9539","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgwXSmWru1B7Cgi42ft4AaABAg","Lady in red""This is Shark Tank soo for that reason I'm out""","149"
"https://yt3.ggpht.com/ytc/AIdro_nvT0kWdorB8u88MpN6hVu28GYxgQ8lqh8xS2EOyxX_C1o=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mistyyy2250","@mistyyy2250","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgzhXmzEdwBsWqo4uzt4AaABAg","She’s incorrect. The ingredients have been scientifically proven to do so. When someone lists a product and says it does what it really does, it’s not the product itself that does it but the ingredients inside. 

Is she referring to coming up with your own chemical to say it does something specifically? Lol","206"
"https://yt3.ggpht.com/ytc/AIdro_kNsOQV71x9oYpU7IpTuOlGGOaHk3V1LgjSEQdZZVE=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@biggrizzle98","@biggrizzle98","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyTk8Ze0-rc5RgzEZ54AaABAg","“The french live a lot longer because of their dark chocolate” then goes into say “you cannot make health claims which aren’t proven” righto Janine.","69"
"https://yt3.ggpht.com/ytc/AIdro_mSjBmZvM-QBrZtdMI9EKqFpBbtQsP3zTQMmdMODM0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@johnsweeney6072","@johnsweeney6072","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyWQYVPd8i7wPubbK94AaABAg","Poor old Rory he really stuck his neck out on that one.","91"
"https://yt3.ggpht.com/ytc/AIdro_nlBilyjMA1U52oKK26XZ_UcnniCFBmVBEaZcWRZocnDN18ZKMnESUSGCHsm8S0Thv9RQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@msstarlight4770","@msstarlight4770","5 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyezT4xG3WUF0KWcIp4AaABAg&pp=0gcJCSIANpG00pGi","I tried a similar chocolate once, it was pretty disgusting, so I'm glad somebody has improved the recipe! But what on earth was Janine thinking when she told them the French live a lot longer because of their chocolate, & in the next breath tells them not to make false health claims.","156"
"https://yt3.ggpht.com/ytc/AIdro_nLsd11_oms0KZ6gGz8cFmm7F2-7uHyab8kL5a59Mk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@FreekToTakex","@FreekToTakex","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugzf-5vsQ0shmHGlINt4AaABAg","Never seen Aussie shark tank before. Man those sharks are shitty...","216"
"https://yt3.ggpht.com/ytc/AIdro_mNkfiZWsLVQxnZNOIqppVSur6fCUH9GnPDQc_5_NHPlkY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@freddiejoseph4852","@freddiejoseph4852","3 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugy1zJ_wrF-QCexLdat4AaABAg","The sharks messed up on this one by asking questions and not listening to the answers. They missed out on what could have been a great opportunity","29"
"https://yt3.ggpht.com/ytc/AIdro_mUDbEGJHeHqEUuf2ee3BsWUvQ353UTarR-n2ozeeIHB5Y=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@abc-ni9uw","@abc-ni9uw","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgynQt-XrEIJnyxMdYV4AaABAg","The lads necks size have certainly reached their 'peak'","90"
"https://yt3.ggpht.com/ytc/AIdro_ktmgiZD3_JZ_YT6r9vUrGKIaqoD2AppEQICbvgLjMAwC0C=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@johanvanwambeke723","@johanvanwambeke723","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgygZHCEMQuVPK5GurJ4AaABAg","Quote when they walk out the door ""That's a great looking package by the way""
She did not say packaging att all....  anyone else catch that?","26"
